Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
F,1.25,1.0125,0.375,16.91047675,7.1724235,3.572037,5.2446575,12
M,1.475,1.0875,0.4125,27.68328675,12.82814875,6.78970525,6.6621325,9
F,1.4375,1.1625,0.4875,28.25027675,11.8217415,7.0023265,13.324265,8
I,1.2125,0.925,0.325,12.984071,5.1312595,3.2034935,3.855532,10
M,1.6125,1.275,0.4125,39.7743485,16.31513725,7.12989925,12.88484775,11
I,1.1,0.8875,0.3,14.0330025,6.5487345,3.118445,3.5436875,7
M,1.7,1.35,0.4875,50.53298375,15.77649675,9.17106325,12.14776075,11
M,1.8,1.4125,0.3625,33.6508565,19.5895045,5.51397775,7.61184075,8
M,1.4625,1.1375,0.5625,29.9087225,10.81533425,6.2652395,10.3475675,15
F,1.4875,1.1625,0.3625,31.3828965,11.396499,6.84640425,8.788345,12
M,1.425,1.1,0.4375,26.69105425,10.78698475,6.47786075,8.0229085,9
I,0.425,0.2625,0.0875,0.963883,0.340194,0.24097075,0.1417475,4
F,1.5375,1.1875,0.425,29.9087225,15.3937785,6.973977,6.64795775,9
F,1.5625,1.2375,0.4125,35.777069,14.3731965,9.015141,11.056305,10
F,1.3125,1.0,0.325,19.83047525,8.83086925,3.7137845,6.3219385,9
M,0.775,0.5625,0.1875,3.67126025,1.28990225,0.94970825,1.247378,9
M,1.4625,1.1625,0.4125,25.0893075,11.41067375,4.60679375,7.767763,10
M,1.5,1.275,0.4625,36.4291075,17.27902025,7.78193775,8.9300925,9
F,1.65,1.3375,0.5125,40.86580425,16.79707875,7.86698625,13.891255,10
I,1.1875,0.9125,0.2875,13.0124205,6.16601625,2.6365035,3.30271675,7
M,1.325,1.0625,0.275,20.9502805,6.7188315,4.5642695,8.3631025,13
I,0.7,0.525,0.2125,3.01922175,1.1056305,0.83631025,0.850485,4
I,1.2125,0.9375,0.325,17.08057375,8.32057825,3.64291075,4.53592,7
I,0.9375,0.65,0.2,5.88252125,2.551455,1.17650425,1.984465,6
I,0.85,0.6125,0.2125,5.71242425,2.84912475,1.077281,1.5025235,6
M,0.9,0.7375,0.325,7.83863675,2.53728025,1.6159215,2.84912475,10
F,1.6625,1.325,0.45,42.2691045,17.98775775,9.695529,12.3320325,10
I,1.175,0.925,0.275,15.74814725,7.087375,3.2601925,4.6209685,8
F,1.5875,1.2625,0.425,35.81959325,14.514944,9.128539,10.0640725,9
I,1.1,0.875,0.3375,12.3320325,5.14543425,2.3530085,3.5436875,12
F,1.6125,1.375,0.4375,36.61337925,16.159215,8.63242275,9.355335,14
I,1.5375,1.225,0.3875,28.02348075,11.75086775,5.5281525,9.7805775,13
F,1.7,1.3,0.4625,42.354153,17.4349425,11.15552825,11.509897,11
M,0.95,0.675,0.2375,6.2085405,2.36718325,1.45999925,1.984465,6
M,1.525,1.15,0.4,28.3495,14.004653,5.5848515,7.7961125,10
F,1.6,1.1875,0.35,30.40483875,13.87708025,6.50621025,8.788345,8
M,1.3375,1.025,0.375,22.97726975,9.7805775,5.3013565,6.80388,11
M,1.3125,1.0,0.3875,20.0430965,7.994559,4.55009475,6.3786375,9
M,1.6375,1.3125,0.4,41.39027,19.447757,8.8166945,11.4815475,11
F,1.2875,1.05,0.3375,17.84601025,7.98038425,3.6003865,6.0951425,9
I,1.45,1.1125,0.425,33.395711,11.15552825,6.13766675,8.9300925,20
F,1.375,1.075,0.3875,22.2543575,8.1930055,6.4353365,6.6054335,11
M,1.825,1.4375,0.525,58.6551155,26.32251075,11.5949455,18.2287285,11
I,1.3,1.0375,0.35,18.10115575,8.34892775,3.98310475,4.8477645,8
M,1.1375,0.9125,0.2375,14.571643,6.36446275,2.8632995,4.252425,15
M,1.05,0.8625,0.2625,12.190285,4.9611625,2.721552,3.685435,7
F,1.45,1.075,0.425,41.95726,18.52639825,9.185238,11.77921725,10
F,1.475,1.1875,0.3875,27.54153925,10.5176645,6.6621325,7.93786,11
F,1.1625,0.975,0.35,15.74814725,6.0384435,3.04757125,6.0951425,15
F,1.4125,1.2625,0.525,36.18813675,14.2030995,7.9095105,10.0640725,12
F,1.3375,1.0625,0.3375,21.8574645,10.67358675,5.14543425,5.08873525,8
I,0.9375,0.6625,0.2375,5.556502,2.4097075,1.190679,1.65844575,5
M,1.25,0.9625,0.3375,15.6205745,6.36446275,2.02698925,5.839997,11
I,1.3,1.025,0.275,14.69921575,6.13766675,2.59397925,5.216308,8
F,1.4125,1.15,0.375,24.84833675,9.79475225,5.45727875,7.7961125,10
M,1.2625,0.9875,0.3125,18.0019325,8.221355,4.40834725,4.9611625,9
M,1.6375,1.3125,0.4625,35.6920205,13.8062065,6.27941425,12.6155275,20
M,1.4625,1.1625,0.3875,25.92561775,12.91319725,5.57067675,6.6621325,9
M,1.2625,1.0,0.3375,20.4966885,10.6877615,4.2240755,5.046211,7
I,0.6375,0.475,0.125,2.3530085,0.83631025,0.60951425,0.7654365,6
F,1.1375,0.9,0.275,12.43125575,5.839997,2.778251,3.5436875,10
I,0.8,0.5125,0.2,5.1312595,2.494756,0.963883,1.40330025,5
I,1.0625,0.85,0.2625,11.0279555,5.71242425,2.56562975,2.494756,6
M,1.8,1.425,0.5,51.80871125,26.0531905,10.375917,13.7495075,10
M,1.425,1.1125,0.35,30.14969325,14.92601175,6.22271525,6.80388,8
M,1.575,1.2,0.3625,28.67551925,12.00601325,6.7188315,8.6465975,12
F,1.0375,0.8125,0.2625,10.77281,4.52174525,2.22543575,3.40194,12
I,1.35,1.05,0.35,20.59591175,9.08601475,4.09650275,6.4920355,9
F,1.5625,1.25,0.375,27.0170735,9.76640275,6.33611325,8.6465975,15
M,1.425,1.1375,0.375,27.21552,10.9712565,6.76135575,7.7961125,11
I,0.825,0.575,0.2,3.96893,1.60174675,1.03475675,1.304077,7
M,1.2625,0.975,0.2875,15.83319575,7.29999625,3.3735905,4.35164825,8
M,1.2125,0.925,0.325,14.911837,7.04485075,2.9766975,4.40834725,6
M,1.6375,1.325,0.4375,35.81959325,13.777857,7.47009325,11.7650425,15
F,1.3375,1.0125,0.3125,26.2799865,7.37087,4.03980375,9.7805775,16
I,0.7,0.525,0.1625,3.1467945,1.20485375,0.80796075,0.850485,6
F,1.5125,1.1875,0.3625,28.87396575,13.31009025,6.3786375,7.654365,15
F,1.525,1.2125,0.4125,30.94347925,11.15552825,6.90310325,9.355335,18
F,1.3875,1.1,0.3875,28.803092,13.99047825,5.25883225,7.4559185,10
I,0.8375,0.6125,0.225,5.71242425,2.721552,1.14815475,1.360776,7
F,1.3,1.15,0.375,28.8881405,14.8267885,5.62737575,7.200773,7
I,0.9625,0.75,0.25,8.20718025,3.44446425,1.7860185,2.551455,7
F,1.4375,1.05,0.475,50.008518,25.911443,10.6877615,11.60912025,10
M,1.4125,1.0375,0.3125,18.9091165,8.561549,4.37999775,5.2446575,7
M,1.3,1.0625,0.3125,22.396105,10.546014,5.8116475,5.386405,8
M,1.7625,1.4125,1.2875,62.652395,31.39707125,13.79203175,14.514944,10
F,1.4625,1.0875,0.35,19.71707725,8.74582075,3.6570855,6.36446275,8
I,1.2875,1.05,0.375,19.06503875,7.24329725,3.78465825,6.6621325,10
I,0.75,0.5875,0.2,3.7137845,1.417475,0.75126175,1.2190285,4
M,1.625,1.2375,0.4,36.967748,16.159215,8.845044,10.56018875,9
M,0.8375,0.65,0.1875,6.23689,2.42388225,1.13398,2.4097075,6
M,1.5625,1.2375,0.4375,36.67007825,16.45688475,8.9867915,10.0640725,9
I,0.85,0.625,0.225,5.0745605,2.19708625,0.9355335,1.5592225,6
F,1.25,0.9625,0.2875,19.23513575,8.34892775,3.912231,5.5281525,12
I,0.925,0.7,0.225,6.6054335,2.56562975,1.54504775,1.984465,11
F,1.5,1.2,0.45,30.17804275,12.74310025,6.95980225,9.2135875,10
F,1.25,0.9625,0.325,21.772416,7.44174375,2.6932025,7.654365,13
M,1.5125,1.1375,0.4,31.28367325,11.9351395,8.54737425,9.2135875,9
M,1.3,1.1625,0.375,26.94619975,12.927372,5.6415505,7.2291225,8
F,1.6375,1.15,0.4,42.354153,19.54698025,9.3836845,5.17378375,9
F,1.275,0.975,0.3375,17.95940825,6.5487345,5.0745605,5.6699,9
I,1.4375,1.1875,0.425,27.4139665,10.70193625,8.051258,7.7961125,13
F,1.625,1.25,0.425,39.81687275,19.674553,9.015141,9.17106325,11
M,1.5125,1.225,0.3625,36.85435,14.6566915,9.31281075,8.788345,14
F,0.9625,0.7625,0.2625,9.39785925,3.86970675,2.11203775,2.83495,7
M,0.875,0.6375,0.1625,5.0745605,1.99863975,1.09145575,1.70097,10
I,1.2875,0.9875,0.3125,18.80989325,9.07184,3.96893,4.819415,8
F,1.5125,1.1375,0.3625,24.437269,9.468733,5.62737575,8.50485,9
M,1.375,1.0875,0.4,25.684647,9.695529,6.2085405,8.3631025,13
F,1.3625,1.1125,0.4375,24.16794875,9.82310175,5.3580555,8.3631025,13
M,1.25,1.0,0.3125,19.06503875,9.525432,3.40194,5.17378375,7
I,0.9375,0.7,0.25,7.27164675,3.30271675,1.65844575,2.05533875,12
I,0.9875,0.7375,0.25,7.69688925,3.798833,0.92135875,2.4097075,10
F,0.9625,0.7875,0.275,8.107957,3.47281375,1.80019325,2.36718325,10
I,1.1625,0.925,0.3,12.37455675,5.329706,2.31048425,4.1673765,9
F,1.4125,1.125,0.4375,35.05415675,15.03940975,6.95980225,8.731646,10
F,1.575,1.2,0.4375,38.76794125,14.21727425,8.60407325,14.5999925,17
I,0.7125,0.5375,0.175,3.04757125,1.4458245,0.63786375,0.7654365,6
F,1.4625,1.05,0.3875,29.313383,12.3887315,6.30776375,9.07184,11
M,1.1125,0.925,0.3125,14.5999925,7.07320025,2.4664065,4.5075705,9
F,0.95,0.725,0.2625,7.2858215,2.8066005,1.4458245,2.4097075,10
M,1.2625,1.0,0.375,21.9708625,9.76640275,4.4508715,5.2446575,7
F,1.325,1.0625,0.425,26.9036755,9.87980075,6.78970525,7.881161,17
F,1.4625,1.1875,0.4625,27.17299575,11.75086775,4.57844425,9.355335,11
M,1.275,1.025,0.3625,22.566202,10.95708175,5.14543425,5.54232725,8
M,1.4375,1.1875,0.4,31.581343,14.04717725,7.78193775,8.221355,9
F,1.675,1.35,0.4125,42.56677425,14.685041,10.149121,14.3164975,14
F,1.675,1.3,0.375,39.859397,14.7133905,9.865626,10.489315,13
F,1.4375,1.15,0.3625,28.19357775,13.210867,6.4920355,7.5126175,7
I,1.15,0.9,0.25,13.13999325,6.59125875,2.6365035,3.2601925,7
I,0.9625,0.75,0.225,7.0023265,3.47281375,1.247378,1.91359125,5
M,0.675,0.4875,0.2,2.83495,1.09145575,0.55281525,0.850485,6
I,1.2,0.95,0.3125,17.70426275,9.62465525,3.07592075,4.72019175,8
F,1.7375,1.3125,0.5125,51.55356575,23.2182405,11.41067375,12.82814875,13
I,0.6125,0.475,0.15,2.438057,1.190679,0.396893,0.7087375,4
F,1.625,1.275,0.3875,33.7075555,13.6928085,7.881161,10.33339275,13
I,1.3125,1.0,0.325,18.29960225,9.2135875,3.52951275,4.819415,8
I,0.9125,0.675,0.2125,6.30776375,2.65067825,1.48834875,1.871067,7
I,0.875,0.625,0.175,4.55009475,2.02698925,0.94970825,1.304077,6
I,0.7,0.5375,0.2,3.742134,2.041164,0.623689,0.9355335,5
F,1.5625,1.2125,0.475,33.29648775,12.43125575,6.53455975,11.90679,17
F,1.4875,1.1875,0.4,32.33260475,15.5071765,6.5487345,7.6827145,6
I,0.6875,0.5,0.1375,2.62232875,1.077281,0.5953395,0.737087,4
F,1.2125,0.95,0.375,17.1514475,6.10931725,3.96893,5.10291,15
F,1.225,0.9125,0.325,19.37688325,4.6776675,3.72795925,5.8116475,21
M,1.5125,1.175,0.45,31.62386725,13.5794105,7.27164675,9.1001895,10
F,1.075,0.875,0.225,11.2547515,4.46504625,2.5231055,3.40194,9
M,1.25,0.95,0.3875,16.88212725,6.05261825,4.5642695,5.6699,12
I,1.525,1.15,0.425,36.230661,11.623295,7.2858215,10.489315,17
M,1.3375,1.025,0.3375,24.437269,8.09378225,4.32329875,9.07184,14
F,0.9875,0.75,0.2625,9.56795625,4.06815325,2.14038725,2.778251,12
M,1.675,1.3625,0.5,48.26502375,23.6151335,10.602713,11.623295,11
F,1.5375,1.2,0.4125,32.92794425,14.5432935,8.5331995,8.6465975,10
M,0.7875,0.625,0.225,5.7549485,1.74349425,1.0489315,2.25378525,11
F,1.6125,1.225,0.4,32.431828,14.21727425,8.1930055,9.0434905,8
M,1.575,1.225,0.4,30.900955,11.5382465,6.350288,10.035723,12
F,1.5375,1.1625,0.375,26.1665885,13.08329425,5.17378375,6.84640425,9
I,1.4,1.0875,0.325,22.0275615,10.035723,4.9044635,6.293589,9
F,1.2375,0.925,0.3,16.839603,7.93786,3.118445,3.89805625,7
M,1.6375,1.35,0.5375,52.276478,21.04950375,9.2702865,16.5844575,22
F,1.55,1.2,0.4125,29.5685285,13.70698325,6.2652395,8.788345,10
M,0.875,0.6375,0.2125,6.08096775,2.83495,1.31825175,1.70097,13
F,1.3375,1.15,0.3625,22.32523125,9.62465525,5.68407475,5.6699,8
F,1.15,0.8875,0.325,12.984071,5.443104,2.99087225,3.685435,13
M,1.4125,1.1375,0.4625,26.26581175,10.035723,4.46504625,10.6310625,16
M,1.55,1.2,0.375,35.890467,17.81766075,7.29999625,8.7599955,12
F,1.475,1.2125,0.5125,34.91240925,12.82814875,6.747181,11.90679,13
M,1.3125,1.0,0.325,17.633389,7.52679225,4.1673765,5.216308,9
I,1.3125,1.075,0.375,20.87940675,9.14271375,4.5642695,6.0951425,11
I,1.25,0.925,0.2875,16.28678775,8.674947,3.175144,3.9972795,7
I,1.1625,0.9125,0.2875,13.2392165,6.56290925,2.62232875,3.2034935,7
I,1.2125,0.9125,0.35,12.68640125,5.37223025,2.62232875,6.53455975,8
M,1.6625,1.2875,0.475,46.45065575,23.5584345,10.13494625,10.5176645,11
F,1.6625,1.2875,0.4625,38.00250475,15.86154525,8.3064035,12.40290625,11
I,0.9625,0.7,0.25,7.81028725,3.69960975,1.7293195,2.05533875,8
M,1.15,0.8875,0.275,11.7650425,6.0951425,2.324659,3.685435,12
I,0.9125,0.6875,0.225,6.64795775,3.061746,1.4458245,1.77184375,7
M,1.1625,0.85,0.2625,13.777857,6.5487345,2.93417325,3.47281375,9
I,1.0375,0.825,0.225,10.19164525,4.819415,2.2963095,2.551455,6
M,1.5375,1.175,0.4125,31.978236,12.65805175,6.22271525,9.63883,10
I,1.175,0.9125,0.25,11.6516445,4.9611625,2.42388225,3.8271825,8
I,1.3625,1.075,0.375,21.035329,9.99319875,4.479221,5.896696,10
F,1.7,1.375,0.5,45.245802,14.8834875,11.55242125,16.5844575,21
F,1.6875,1.425,0.5625,44.9906565,20.9502805,8.49067525,12.3320325,10
M,1.3875,1.0875,0.3375,24.323871,10.6877615,4.49339575,8.221355,15
M,1.375,1.125,0.425,22.963095,8.9867915,4.4508715,6.23689,11
F,1.4625,1.0875,0.4375,27.839209,11.49572225,7.07320025,7.654365,10
F,1.4125,1.1,0.4,25.9397925,10.035723,5.48562825,9.07184,12
F,1.7,1.375,0.525,49.45570275,16.93882625,8.6465975,17.7184375,17
F,1.625,1.3625,0.4375,43.21881275,16.726205,9.241937,14.0330025,10
I,0.925,0.6875,0.25,6.50621025,2.50893075,1.31825175,1.984465,7
M,1.1375,0.8875,0.325,14.5999925,5.6699,3.61456125,4.9611625,11
F,1.55,1.2875,0.3875,37.57726225,18.95164075,7.38504475,9.4970825,12
M,1.075,0.8375,0.3,11.2547515,5.62737575,2.45223175,2.93417325,7
I,0.6125,0.5125,0.15,2.16873675,0.963883,0.396893,0.60951425,4
F,1.575,1.2375,0.3625,32.5168765,15.46465225,7.540967,8.17883075,9
M,0.8,0.6125,0.1875,4.40834725,1.65844575,1.077281,1.3891255,11
F,1.5125,1.2625,0.45,40.653183,20.65261075,7.484268,12.2186345,11
M,1.4625,1.225,0.4625,33.1972645,14.798439,7.18659825,9.4970825,10
I,0.9,0.6875,0.2375,6.1518415,2.381358,1.23320325,2.551455,7
I,1.0125,0.7125,0.225,7.49844275,3.58621175,1.43164975,2.1262125,6
I,1.0625,0.7875,0.2375,10.41844125,5.28718175,1.91359125,2.79242575,7
F,1.6,1.2375,0.425,34.77066175,13.891255,10.6877615,8.15048125,11
I,0.5125,0.375,0.1625,1.13398,0.56699,0.3118445,0.3685435,4
M,1.0,0.7625,0.2125,8.4198015,3.061746,1.99863975,2.83495,10
M,1.125,0.8875,0.3,11.21222725,4.1673765,2.16873675,4.1106775,9
I,1.375,1.05,0.3375,23.133192,11.32562525,4.20990075,6.520385,12
I,0.95,0.7125,0.225,6.53455975,2.84912475,1.1056305,2.19708625,7
I,0.625,0.4625,0.1625,1.94194075,0.83631025,0.396893,0.63786375,5
M,1.525,1.175,0.4125,29.823674,14.118051,6.860579,7.5693165,9
M,1.6375,1.225,0.4375,38.51279575,18.12950525,8.334753,10.3475675,10
M,1.5375,1.275,0.375,36.740952,15.4504775,9.39785925,9.07184,9
M,1.8125,1.425,0.475,66.06850975,35.5219235,15.3370795,14.74174,9
I,1.1375,0.8375,0.2625,11.963489,6.4920355,2.45223175,2.83495,6
M,0.7,0.525,0.2,3.07592075,1.1623295,0.75126175,0.97805775,7
F,1.5625,1.2875,0.3875,32.98464325,13.82038125,7.3425205,10.0640725,11
M,1.375,0.9625,0.325,20.62426125,9.7238785,4.60679375,5.386405,8
M,1.525,1.2,0.4125,35.266778,17.98775775,7.2858215,8.6465975,12
F,1.1,0.8625,0.425,11.58077075,4.252425,2.33883375,4.29494925,12
M,1.525,1.175,0.3875,29.27085875,14.0897015,6.16601625,7.89533575,9
F,0.875,0.6875,0.1625,5.8116475,2.11203775,1.31825175,1.984465,10
F,1.2,0.9375,0.2625,14.8834875,6.19436575,3.38776525,4.3941725,12
F,1.3125,1.025,0.2875,21.95668775,11.793392,4.6209685,5.10291,7
F,1.7375,1.3375,0.5,44.94813225,18.9091165,9.468733,13.3526145,11
M,1.4125,1.1,0.3125,22.736299,10.19164525,5.17378375,6.0951425,9
I,0.9375,0.725,0.2125,6.76135575,3.345241,1.2757275,1.97029025,7
F,1.4625,1.1625,0.3625,27.93843225,12.26115875,6.08096775,8.06543275,10
F,1.725,1.35,0.4875,35.50774875,20.695135,11.26892625,13.097469,12
I,0.975,0.75,0.2625,7.3425205,2.70737725,1.077281,2.4097075,8
I,0.8,0.575,0.15,3.6570855,1.74349425,0.77961125,1.00640725,7
M,1.55,1.275,0.4375,32.61609975,12.40290625,6.42116175,11.3398,12
F,1.675,1.3625,0.4375,48.3925965,19.83047525,10.9712565,16.3009625,13
I,0.9,0.7,0.225,6.39281225,2.50893075,1.13398,2.551455,8
F,1.2125,0.9125,0.35,17.56251525,7.35669525,4.09650275,5.0178615,14
F,1.2125,0.9375,0.3625,16.68368075,6.76135575,3.27436725,5.386405,13
F,1.7625,1.3375,0.45,47.7689075,19.6462035,11.90679,11.46737275,12
M,1.4625,1.1625,0.4,27.08794725,13.02659525,6.690482,7.5126175,7
F,1.4375,1.1125,0.35,26.6768795,10.90038275,7.144074,8.0796075,9
F,1.1,0.85,0.325,11.89261525,4.3374735,3.27436725,3.685435,10
M,1.325,1.0625,0.325,19.901349,8.43397625,3.95475525,6.23689,9
F,1.425,1.1625,0.4,25.33027825,8.91591775,7.29999625,7.4559185,10
F,1.4625,1.175,0.425,31.1561005,11.26892625,6.59125875,10.149121,20
I,1.175,0.875,0.325,13.210867,5.23048275,2.8066005,4.1106775,11
M,1.525,1.2,0.35,30.12134375,14.628342,6.3786375,8.26387925,11
M,1.1,0.8875,0.3125,13.53688625,3.742134,2.31048425,5.386405,9
M,1.6125,1.2375,0.4625,42.33997825,14.92601175,7.89533575,12.8990225,15
I,1.1,0.8,0.2375,9.28446125,4.23825025,1.6726205,2.83495,8
M,1.675,1.3,0.475,46.45065575,23.00561925,10.4609655,11.0846545,9
I,1.0875,0.85,0.275,10.75863525,4.23825025,2.4097075,3.40194,8
F,1.0,0.8125,0.3,9.02931575,3.798833,1.60174675,2.6932025,8
F,1.55,1.25,0.4375,33.622507,14.13222575,8.54737425,9.922325,12
F,1.4875,1.25,0.45,29.8520235,12.48795475,5.443104,11.056305,13
F,1.4625,1.1875,0.4125,29.8520235,12.984071,6.1518415,8.50485,11
F,1.425,1.0875,0.35,22.92057075,9.17106325,5.1879585,6.23689,16
I,1.125,0.8875,0.3,11.679994,3.24601775,1.88524175,4.53592,19
I,1.325,1.075,0.325,19.97222275,9.808927,4.01145425,5.3580555,9
I,0.8,0.6,0.175,3.7704835,1.65844575,0.72291225,1.1623295,6
M,1.625,1.3125,0.4625,45.982889,18.83824275,9.14271375,13.5227115,10
M,1.9125,1.4625,0.45,67.982101,31.978236,14.514944,15.12445825,12
M,1.575,1.275,0.475,42.48172575,11.69416875,8.71747125,15.4504775,16
M,1.4875,1.2,0.4125,35.777069,13.70698325,8.0229085,11.623295,17
M,1.25,1.05,0.3375,19.17843675,8.561549,4.01145425,5.85417175,9
M,1.675,1.35,0.4875,34.5013415,15.081934,7.75358825,9.39785925,11
M,1.25,1.0,0.4125,23.3883375,7.200773,5.8116475,8.0796075,13
F,1.1375,0.875,0.35,14.69921575,6.2652395,3.58621175,3.8271825,10
F,1.075,0.8125,0.2875,10.95708175,4.18155125,3.01922175,3.118445,11
I,1.55,1.2125,0.425,34.246196,13.62193475,8.63242275,9.355335,15
M,0.875,0.6625,0.275,8.40562675,3.86970675,1.7860185,2.4097075,7
M,1.5,1.1875,0.375,30.8726055,14.72756525,6.3219385,8.278054,11
F,1.5625,1.1875,0.4375,32.41765325,13.48018725,7.01650125,9.8939755,10
F,1.5625,1.2125,0.4125,34.74231225,14.38737125,8.391452,10.20582,10
I,1.0,0.775,0.2875,8.901743,4.37999775,1.68679525,2.4664065,6
M,0.7375,0.5625,0.225,3.92640575,1.360776,1.304077,1.417475,9
F,1.45,1.1375,0.4125,32.21920675,10.4609655,8.51902475,7.7961125,13
I,1.35,1.0125,0.375,21.50309575,8.7032965,5.88252125,5.386405,10
F,1.6125,1.225,0.5375,39.859397,12.09106175,6.47786075,14.458245,25
F,1.55,1.2125,0.55,42.8360945,14.44407025,8.051258,14.458245,17
F,1.6875,1.3125,0.425,48.5059945,23.71435675,9.979024,13.4660125,9
I,1.35,1.0625,0.325,20.42581475,8.37727725,4.7910655,6.3786375,10
M,1.7125,1.3625,0.5125,50.81647875,23.09066775,11.793392,13.0691195,9
M,1.125,0.825,0.2625,14.04717725,7.29999625,2.324659,3.6570855,8
M,1.175,0.925,0.45,14.458245,5.42892925,3.64291075,4.60679375,9
I,1.4,1.1,0.35,23.3883375,11.396499,3.9405805,6.9456275,10
M,1.55,1.175,0.375,37.1094955,16.6411565,12.48795475,9.2135875,9
F,0.975,0.75,0.25,7.5126175,3.04757125,1.70097,2.45223175,13
M,1.525,1.2,0.4125,35.25260325,15.80484625,7.58349125,10.546014,8
F,1.35,1.0375,0.4375,25.44367625,7.7961125,6.8322295,7.7961125,14
F,1.2125,0.925,0.2875,13.56523575,5.65572525,2.70737725,3.6570855,7
I,1.3125,0.975,0.2625,16.0741665,8.15048125,3.04757125,4.53592,8
M,1.5625,1.1625,0.35,33.8776525,13.67863375,5.8116475,11.3398,13
F,1.2,0.9125,0.3375,18.12950525,8.34892775,3.2034935,4.9611625,8
M,1.125,0.875,0.325,13.19669225,5.88252125,2.96252275,3.8271825,8
I,1.475,1.1625,0.4875,30.85843075,10.44679075,5.3013565,10.6310625,17
M,1.5125,1.1125,0.35,27.839209,12.17611025,5.91087075,8.3631025,12
I,1.0125,0.775,0.275,25.798045,11.793392,5.88252125,2.82077525,8
I,1.125,0.875,0.3625,14.8834875,5.91087075,2.83495,4.69184225,15
I,0.6875,0.55,0.2,3.86970675,1.60174675,0.80796075,1.190679,6
F,1.5875,1.2625,0.4625,36.95357325,14.2030995,8.3631025,11.623295,17
M,1.3875,1.1125,0.325,24.45144375,11.97766375,4.3941725,6.80388,9
F,1.3625,1.0,0.35,22.055911,10.432616,6.0951425,5.10291,9
I,0.975,0.725,0.225,7.78193775,3.8271825,1.28990225,2.211261,8
I,1.3875,1.0625,0.325,18.370476,8.03708325,3.7704835,5.96756975,8
F,1.6375,1.2625,0.4375,36.58502975,17.59086475,8.40562675,9.241937,10
M,1.3625,1.125,0.375,27.725811,9.53960675,5.40057975,8.50485,11
M,1.1625,0.875,0.35,16.31513725,5.71242425,4.26659975,5.386405,15
I,0.7375,0.55,0.1625,3.67126025,1.474174,0.793786,0.9922325,6
M,0.875,0.65,0.225,5.613201,2.05533875,1.587572,1.70097,10
M,1.2,0.95,0.3375,14.968536,5.6699,3.95475525,4.53592,14
F,1.5625,1.2125,0.375,31.02852775,15.0535845,7.3992195,8.391452,10
I,1.1375,0.8875,0.2,12.813974,6.13766675,2.82077525,3.5436875,9
F,1.8625,1.4625,0.475,55.735117,23.91280325,12.3887315,16.59863225,18
I,0.925,0.725,0.25,7.087375,2.90582375,1.43164975,2.4097075,10
F,1.6,1.2625,0.475,36.18813675,13.70698325,9.298636,11.3398,12
M,1.45,1.125,0.3875,23.45921125,9.1001895,5.59902625,6.93145275,8
I,1.5125,1.175,0.3625,22.75047375,10.7444605,6.42116175,6.23689,9
M,1.625,1.2625,0.475,36.117263,16.726205,6.520385,11.0846545,11
I,0.325,0.2375,0.0875,0.29766975,0.1417475,0.18427175,0.09922325,4
F,1.5375,1.1875,0.4375,33.849303,15.8473705,7.3425205,8.97261675,11
I,1.6625,1.25,0.425,36.78347625,17.10892325,8.2497045,10.19164525,9
I,1.375,1.0375,0.3625,22.15513425,10.5743635,4.53592,6.27941425,8
I,1.1625,0.8625,0.275,12.51630425,4.97533725,2.56562975,3.40194,7
F,1.375,1.0375,0.3375,21.64484325,9.015141,5.953395,5.6699,9
I,1.4625,1.1875,0.4,29.78114975,13.60776,6.633783,8.0796075,10
M,1.85,1.45,0.5125,67.5001595,23.11901725,13.31009025,13.834556,12
M,1.7125,1.3,0.4125,43.0628905,19.8163005,10.44679075,11.3398,10
F,1.6625,1.275,0.4375,39.13648475,19.1359125,8.46232575,9.2135875,10
M,1.575,1.2625,0.4125,35.72037,12.82814875,7.81028725,11.509897,14
M,1.45,1.15,0.375,28.81726675,13.9196045,6.2652395,7.5126175,9
I,0.9375,0.7125,0.225,7.2858215,2.96252275,1.757669,2.1262125,7
M,1.3625,1.1,0.35,23.79940525,10.092422,5.40057975,6.76135575,11
F,1.0875,0.9875,0.2625,10.30504325,3.855532,2.778251,3.685435,9
F,1.075,0.8375,0.3,12.587178,4.3941725,3.24601775,3.96893,13
M,0.9375,0.75,0.25,6.98815175,2.948348,1.34660125,2.3530085,11
F,0.7625,0.5625,0.175,4.20990075,1.65844575,0.94970825,1.2757275,7
I,1.4375,1.1375,0.4,28.05183025,14.0330025,5.5281525,6.973977,9
M,1.6875,1.3875,0.5,40.78075575,15.4504775,7.55514175,13.1825175,21
F,1.6125,1.2125,0.375,32.6302745,16.82542825,6.56290925,8.3064035,12
I,1.3375,1.025,0.3875,17.90270925,7.78193775,4.01145425,5.14543425,12
M,1.425,1.2,0.45,26.63435525,11.3114505,5.6699,8.3631025,14
M,1.2125,0.975,0.3375,17.4916415,7.087375,3.81300775,4.63514325,8
F,1.5125,1.25,0.4625,31.70891575,13.2959155,7.32834575,9.4970825,9
M,0.6375,0.45,0.1625,2.2396105,0.963883,0.396893,0.7087375,5
F,1.45,1.1875,0.3875,27.612413,12.20445975,6.520385,8.0796075,10
F,1.4125,1.125,0.4625,26.32251075,8.561549,5.11708475,7.5126175,12
M,1.5,1.125,0.4875,37.98833,17.4916415,9.22776225,10.21999475,10
